tmdb_id,title,original_title,overview,tagline,genres,actors,directors,writers,keywords,release_date,certification,runtime,vote_average,vote_count,popularity,poster_path,backdrop_path,original_language,status,budget,revenue,similar_movies,last_updated
34763,Aarya 2,ఆర్య 2,"Two young boys staying together at an orphanage become friends. One of them is adopted by a wealthy family and grows up to become the owner of a software company. He provides employment for his friend, but when they both fall in love with the same young woman, conflict emerges.",Baby He Loves You,"['Romance', 'Comedy', 'Action']","['Allu Arjun', 'Kajal Aggarwal', 'Navdeep', 'Brahmanandam', 'Mukesh Rishi', 'Ajay', 'Shraddha Das', 'Sayaji Shinde']",['Sukumar'],"['Sukumar', 'T. Prakash', 'Chandrasekhar T. Ramesh']","['best friend', 'friends in love']",2009-11-27,UA,155,6.733,45,1.2059,/kjbbx8kV6pNhNXX9aRsVDwyEJbm.jpg,/zqrIgwPXi4qg2sJPEB0vvGtgCiz.jpg,te,Released,0,0,"[{'id': 1831, 'title': 'The Next Best Thing', 'poster_path': '/iYK1ZUtY4etcn91glUmrGuZRH6M.jpg'}, {'id': 1648, 'title': ""Bill & Ted's Excellent Adventure"", 'poster_path': '/tV25lGWGWGEqUe3U0xjQTBgilSx.jpg'}, {'id': 3361, 'title': 'Video Kings', 'poster_path': '/26dnOdmKONUEJs7WUsKm6GSLyuC.jpg'}, {'id': 4111, 'title': 'Blondie of the Follies', 'poster_path': '/6eT7ELpyc05KJwS3a2kmmTwAlMh.jpg'}, {'id': 3573, 'title': 'Emma', 'poster_path': '/fM5goQ6c3uq3hzNJj3ZAFfTFkX9.jpg'}]",2026-04-01T12:33:37.079206
56981,Brindavanam,బృందావనం,"Indu makes her boyfriend Krishna act like her friend Bhoomi's lover so that her family will stop searching for a groom. However, their lives takes a turn when Bhoomi falls in love with Krishna.",,"['Action', 'Romance', 'Drama']","['N.T. Rama Rao Jr.', 'Kajal Aggarwal', 'Samantha Ruth Prabhu', 'Prakash Raj', 'Srihari', 'Brahmanandam', 'Mukesh Rishi', 'Venu Madhav']",['Vamshi Paidipally'],['Vamshi Paidipally'],[],2010-10-14,UA,170,6.6,36,1.1996,/8l2z3abBgXvIpQUEHLVt9sLMcCp.jpg,/7Jtx8majhiFA7YvozYCQU1t0L7m.jpg,te,Released,0,0,[],2026-04-01T12:33:37.821339
934772,Ranga Ranga Vaibhavanga,రంగ రంగ వైభవంగా,Two childhood sweethearts love to hate each other due to their egos. What happens when they reconcile but their families begin warring each other instead?,,"['Romance', 'Comedy', 'Drama']","['Panja Vaisshnav Tej', 'Ketika Sharma', 'Naveen Chandra', 'Naresh', 'Prabhu', 'Tulasi', 'Pragathi Mahavadi', 'Rajkumar Kasireddy']",['Gireeshaaya'],['Gireeshaaya'],[],2022-09-02,UA,122,4.5,18,1.1985,/4FiERyPvvgla3ebsDsxsOmet7FO.jpg,/vusj9GKxNNKR0ImecgUCJFJ9Whz.jpg,te,Released,0,0,[],2026-04-01T12:33:38.548739
80826,Aadavari Matalaku Ardhalu Verule,ఆడవారి మాటాలకు అర్ధాలు వేరులే,"Ganesh, an unemployed man, lands up in a company where Keerthi, the girl he loves, works but who is already engaged to someone else. Sudden incidents ruin his life and he again comes across her, but refuses to marry her.",,"['Romance', 'Family', 'Comedy', 'Drama']","['Venkatesh', 'Trisha Krishnan', 'Srikanth', 'Kota Srinivasa Rao', 'K. Viswanath', 'Sunil Varma', 'Swathi Reddy', 'Vinaya Prasad']",['Selvaraghavan'],"['Selvaraghavan', 'Selvaraghavan']",[],2007-04-27,UA,163,6.7,19,1.1963,/5ODOTnYdBPucewTglpjR3AvnxzG.jpg,/ngqv6LUealQ4q4KQ2WksprxX60h.jpg,te,Released,0,0,[],2026-04-01T12:33:39.279094
262119,Legend,లెజెండ్,"Krishna, who lives in Dubai, falls in love with Sneha. He comes to India to seek the blessings of his grandmother, unaware that don Jeetendra's gang is seeking revenge.",Lion is back,"['Action', 'Drama']","['Nandamuri Balakrishna', 'Jagapati Babu', 'Sonal Chauhan', 'Radhika Apte', 'Kaveri', 'Brahmanandam', 'Suman Talwar', 'Suhasini Maniratnam']",['Boyapati Srinu'],['Boyapati Srinu'],[],2014-03-28,NR,161,5.8,16,1.189,/lTpOAlifsZtWH8ZV6I3oR3jGzSZ.jpg,/j9IXCfIeuwPocexU9bi75cCNXvE.jpg,te,Released,0,0,[],2026-04-01T12:33:39.988956
182954,Naayak,నాయక్,A young man and his lookalike team up to fight injustice and settle their personal scores with the evildoers.,The Leader,"['Action', 'Drama']","['Ram Charan', 'Kajal Aggarwal', 'Amala Paul', 'Pradeep Ram Singh Rawat', 'Brahmanandam', 'Rahul Dev', 'Jayaprakash Reddy', 'Ashish Vidhyarthi']",['V. V. Vinayak'],"['Siva Akula', 'Siva Akula']",['cult leader'],2013-01-09,A,160,4.896,24,1.1882,/cgOPjRUvCQmhtNQntgy11odEqrt.jpg,/lbB6ryRH2zOqHRjj40bak6Lp4wA.jpg,te,Released,5393500,8552550,"[{'id': 172, 'title': 'Star Trek V: The Final Frontier', 'poster_path': '/uiXr41VLYsuug3CZbFrKLSNahuZ.jpg'}, {'id': 460885, 'title': 'Mandy', 'poster_path': '/m0yf7J7HsKeK6E81SMRcX8vx6mH.jpg'}, {'id': 474764, 'title': 'The Lodge', 'poster_path': '/yake2myhbW7c6dKbmwYDy1i40bm.jpg'}, {'id': 1352526, 'title': 'Bayaan', 'poster_path': '/m557TG9SCbTGKUAEtqH4DJfS1ri.jpg'}, {'id': 34867, 'title': 'The Manson Family', 'poster_path': '/eyvCvpFkA9bROmbgEmrTsckfpW0.jpg'}]",2026-04-01T12:33:40.714278
85824,Sainikudu,సైనికుడు,"Siddharth strives to help flood victims and saves the relief material from falling into the wrong hands. This sets off a war between him and a corrupt politician, which leads to many twists and turns.",,"['Action', 'Drama']","['Mahesh Babu', 'Trisha Krishnan', 'Irrfan Khan', 'Prakash Raj', 'Kota Srinivasa Rao', 'Nassar', 'Telangana Shakuntala', 'Dharmavarupu Subramanyam']",['Gunasekhar'],['Gunasekhar'],"['rescue', 'politics', 'kidnapping', 'political activism', 'natural disaster', 'fugitive', 'corrupt politician', 'social justice', 'political thriller', 'youth power', 'manhunt', 'good versus evil', 'testimony', 'floods', 'disaster scenario']",2006-11-30,NR,169,6.3,16,1.1766,/v3MVD3hPzrca73ZaHcHrV3SDrNq.jpg,/dZwxgej5cKCU5qLgJyb9leYrVin.jpg,te,Released,0,1323714,"[{'id': 1309923, 'title': 'Non Negotiable', 'poster_path': '/bHQG4UsLMFCy91gfLAFRpnCOPdP.jpg'}, {'id': 1577, 'title': 'Resident Evil: Apocalypse', 'poster_path': '/way9dOm4dM2sm9UMcu2PEXMTX0q.jpg'}, {'id': 1619, 'title': 'The Way of the Gun', 'poster_path': '/wrjMMdgn1a4ChlaBmlzKnb78nr6.jpg'}, {'id': 960769, 'title': 'Buya Hamka Vol. 1', 'poster_path': '/uDAKg2wkjmQX7rvLVpdBKXgR07P.jpg'}, {'id': 1669, 'title': 'The Hunt for Red October', 'poster_path': '/yVl7zidse4KiWtGMqHFtZCx4X3N.jpg'}]",2026-04-01T12:33:41.428797
228092,Yogi,యోగి,"Eeshwar Chandra Prasad (Prabhas) is the son of Ram Murthy (Chalapathi Rao) and Shantamma (Sharada Urvashi). Ram Murthy wants his son to do some job. However, Shantamma pampers Eeshwar very much and hence he doesn't want to leave the village. Ram Murthy dies and in order to fulfil his last wish, Eeshwar goes to the city to earn money on the advice of his friend Basha (Ali), who was a pickpocket. Eeshwar could not meet Basha. On the other hand Kotaiah (Kota Srinivasa Rao) runs big land mafia in Hyderabad city and a bitter rival of Narsing Pahilwan (Pradeep Rawat). Saidulu (Subbaraju) is Narsing's brother. Once Saidulu hacks Kotaiah and his assistant, when Eeshwar accidentally saves him. Eeshwar gets a job in a tea stall run by Chandranna (Chandra Mohan). He earns good money and purchases two gold bangles for his mother and plans to leave the city.",A feel that never ends,[],"['Prabhas', 'Nayanthara', 'Kota Srinivasa Rao', 'Ali Basha', 'Pradeep Ram Singh Rawat', 'Chalapathi Rao', 'Venu Madhav', 'Subbaraju']",['V. V. Vinayak'],['V. V. Vinayak'],[],2007-01-14,UA,155,3.8,14,1.1766,/dWtPLjOST3hkG8rJKBrTETlkl0v.jpg,,te,Released,0,0,[],2026-04-01T12:33:42.149557
592898,Jersey,జెర్సీ,"After his career fails to take off, a gifted cricketer in his mid-thirties decides that he’s not ready to give up quite yet.",,['Drama'],"['Nani', 'Shraddha Srinath', 'Ronit Kamra', 'Harish Kalyan', 'Viswant Duddumpudi', 'Sathyaraj', 'Sanusha Santhosh', 'Sampath Raj']",['Gowtam Tinnanuri'],"['Gowtam Tinnanuri', 'Gowtam Tinnanuri']","['cricket', 'indian cricket team']",2019-04-19,U,160,8.1,70,1.1745,/bU9q9yVtxeBiC0Do27CekHXNE6D.jpg,/53CsGhbXKhmzcOQntz7Qs0whQ6g.jpg,te,Released,0,0,"[{'id': 253535, 'title': '1983', 'poster_path': '/k02dxV9sNizaW33dSX8uCgLboEv.jpg'}, {'id': 1158378, 'title': 'Ghoomer', 'poster_path': '/6npQ0MxlmCqPPF8H5xK4yGt7ZLL.jpg'}, {'id': 22357, 'title': 'Hansie', 'poster_path': '/lW8UP2LLyNrdp4EYqv9klAl1i8o.jpg'}, {'id': 19666, 'title': 'Lagaan: Once Upon a Time in India', 'poster_path': '/yNX9lFRAFeNLNRIXdqZK9gYrYKa.jpg'}, {'id': 601337, 'title': '83', 'poster_path': '/gTOMTFUbMxSApPRTuECMrl5RyQ2.jpg'}]",2026-04-01T12:33:42.917332
85813,Murari,మురారి,"A family is haunted by a goddess's curse, claiming the life of a male every 48 years due to an ancestral sin.",,"['Drama', 'Romance', 'Thriller', 'Family']","['Mahesh Babu', 'Sonali Bendre', 'Lakshmi', 'Sukumari', 'Kaikala Satyanarayana', 'Ravi Babu', 'Shivaji Raja', 'Prakash Raj']",['Pasupuleti Krishna Vamsi'],['Pasupuleti Krishna Vamsi'],"['sacrifice', 'supernatural', 'redemption', 'romcom', 'pilgrimage', 'family relationships', 'curse', 'falling in love', 'family curse', 'feelings', 'revelations', 'family conflicts', 'rituals', 'secret', 'charming romances and delightful chemistry']",2001-02-17,NR,170,6.7,21,1.1714,/uVpP7prS0DKqxxVkjz2jFjiasbG.jpg,/2hxfGpzda1L5OTETxX2qoeS4kN5.jpg,te,Released,0,1263545,"[{'id': 3432, 'title': 'Mr. Brooks', 'poster_path': '/yYleq0qmb67Ig2ViY3hFmUOrH77.jpg'}, {'id': 426426, 'title': 'Roma', 'poster_path': '/dtIIyQyALk57ko5bjac7hi01YQ.jpg'}, {'id': 961801, 'title': 'Erhöhte Waldbrandgefahr', 'poster_path': None}, {'id': 4379, 'title': 'Monster-in-Law', 'poster_path': '/iRqcGkIPdRbEaW0xMEA5kgceUF8.jpg'}, {'id': 4347, 'title': 'Atonement', 'poster_path': '/hMRIyBjPzxaSXWM06se3OcNjIQa.jpg'}]",2026-04-01T12:33:43.684207
442405,The Ghazi Attack,ఘాజీ,India’s first underwater war film tries to decode the mystery behind the sinking of Pakistani submarine PNS Ghazi during the Indo-Pak war of 1971.,The War You Don't Know About,"['Action', 'War', 'Thriller', 'History']","['Kay Kay Menon', 'Rana Daggubati', 'Atul Kulkarni', 'Taapsee Pannu', 'Amitabh Bachchan', 'Om Puri', 'Milind Gunaji', 'Rahul Singh']",['Sankalp Reddy'],"['Gangaraju Gunnam', 'Sankalp Reddy', 'Niranjan Reddy']","['submarine', '1970s', 'india pakistan war', 'indian navy']",2017-02-17,UA,126,7.03,99,1.1685,/i7lITQa1v7dZZgLIdE8vZRnPhOC.jpg,/dZcr23O8nY6A0CXbkAdDVP9b05n.jpg,te,Released,1900000,4300000,"[{'id': 3536, 'title': 'U-571', 'poster_path': '/7lc7jXmjQmITnfUBX7nN4kxKKbI.jpg'}, {'id': 4107, 'title': 'Bloody Sunday', 'poster_path': '/oqdQMDJucR7R0ol0LFvzmqcDyEb.jpg'}, {'id': 4228, 'title': 'The French Revolution', 'poster_path': '/qkIOwWwXQTNxr9q8X9YSfeYgvmA.jpg'}, {'id': 776718, 'title': 'Akerbeltz: The Witches and the Inquisitor', 'poster_path': '/tpcNRmiaIh8URWLIZPgkfo6L3WR.jpg'}, {'id': 253949, 'title': 'The Donner Party', 'poster_path': '/gCN9V1J5amR8Za9DpqIEteHVbKs.jpg'}]",2026-04-01T12:33:44.413857
63376,Mr. Perfect,Mr. పర్‌ఫెక్ట్,"Vicky breaks his engagement with Priya, his childhood friend, after he learns that she is making many compromises for his sake. However, time makes him realise the need for compromises in life.",,"['Romance', 'Comedy']","['Prabhas', 'Kajal Aggarwal', 'Taapsee Pannu', 'Murali Mohan', 'Prakash Raj', 'Sayaji Shinde', 'Brahmanandam', 'Master Bharath']",['Dasaradh'],['Dasaradh'],['love'],2011-04-21,NR,146,6.5,36,1.1685,/pUYe5umIwPWUNWLQ7gfghHR7nCX.jpg,/gLa1gWXPTvVcnjKNNt7J9OSH9VL.jpg,te,Released,0,0,"[{'id': 2457, 'title': 'Children of Paradise', 'poster_path': '/yiy9stl1jjVhW44ypkWMFDT8Ix3.jpg'}, {'id': 599521, 'title': 'Z-O-M-B-I-E-S 2', 'poster_path': '/cOnxoQ3kx4mgmWb7yRi6GBWssOh.jpg'}, {'id': 3109, 'title': 'The Quiet Man', 'poster_path': '/u3B1hVKHE56yBRoxF3Nk9uxHdYN.jpg'}, {'id': 3288, 'title': 'Frankenstein: The College Years', 'poster_path': '/f4oeKHJqUbS1cZ2OKs1Wt5QK4GK.jpg'}, {'id': 600052, 'title': 'Cool Young', 'poster_path': '/oleLW1xKKs0L320egnxTAkAnmHB.jpg'}]",2026-04-01T12:33:45.149073
868666,The Ghost,The Ghost,"An ex-Interpol officer wreaks havoc and sends shock waves across the global underworld but goes missing in action, only to remerge years later, for his beloved family.",,"['Action', 'Drama', 'Thriller']","['Nagarjuna Akkineni', 'Sonal Chauhan', 'Gul Panag', 'Anikha Surendran', 'Ravi Varma', 'Srikanth Iyengar', 'Manish Chaudhary', 'Bilal Hossein']",['Praveen Sattaru'],"['Praveen Sattaru', 'Abburi Ravi']",[],2022-10-05,UA,138,4.9,17,1.1648,/AulIkX8l9u17lcQfEubU8n0cnwk.jpg,/qXujEePQaYQbmZoUVypjxwiXrX9.jpg,te,Released,0,0,[],2026-04-01T12:33:45.857742
82322,Varsham,వర్షం,"Venkat and Sailaja meet on a train and fall in love. But Sailaja's father disapproves of their relationship and decides to marry her off to Bhadranna, a ruthless landlord, who is obsessed with her.",,"['Drama', 'Thriller', 'Romance']","['Prabhas', 'Trisha Krishnan', 'Gopichand', 'Prakash Raj', 'Sunil Varma', 'Raghu Babu', 'Ajay', 'M. S. Narayana']",['Sobhan'],"['M. S. Raju', 'Veeru Potla']",[],2004-01-14,NR,150,6.1,17,1.1596,/3OkbWNeRVQopeGwdocnwk0fXW3j.jpg,/kA4S1soaM2AuxweFIJg5LEUvJJn.jpg,te,Released,0,0,[],2026-04-01T12:33:46.590291
333876,Son of Satyamurthy,సన్నాఫ్ సత్యమూర్తి,"The son of a rich businessman struggles to save his father's wealth after his demise. However, he faces many challenges when he becomes the sole breadwinner of his family.",..విలువలే ఆసిౖ,"['Drama', 'Action', 'Comedy', 'Family']","['Allu Arjun', 'Samantha Ruth Prabhu', 'Upendra', 'Rajendra Prasad', 'Prakash Raj', 'Nithya Menen', 'Brahmanandam', 'M. S. Narayana']",['Trivikram Srinivas'],['Trivikram Srinivas'],[],2015-04-09,UA,162,6.729,59,1.1554,/jpLPTaZ6EpxCJIud39OLhAaq0p.jpg,/2wvwMW9AJHsME3BbRgtkaHkmYO7.jpg,te,Released,0,0,[],2026-04-01T12:33:47.319272
683342,V,V,"A celebrated cop, DCP Aditya, faces his toughest challenge when a taunting serial killer begins targeting victims and leaving notes meant for him. Teaming with an aspiring crime novelist, he must stop four more murders to save his medals, career, and reputation while uncovering the killer's past.",,"['Action', 'Crime', 'Thriller']","['Nani', 'Sudheer Babu', 'Nivetha Thomas', 'Aditi Rao Hydari', 'Vennela Kishore', 'Chakrapani Ananda', 'Srikanth Iyengar', 'Tanikella Bharani']",['Mohana Krishna Indraganti'],['Mohana Krishna Indraganti'],['revenge thriller'],2020-09-05,UA,140,6.7,128,1.151,/iBVcwOVZNGNCNlOLFmcYJW83tTu.jpg,/9yDsyTDXb0V7CrM1YYb79rj50IF.jpg,te,Released,0,0,"[{'id': 1496532, 'title': 'Prank Night', 'poster_path': '/19D1vIbZH62721wE2aRFsgKBQil.jpg'}, {'id': 1312064, 'title': 'How to Kill Your Coworkers and Get Away with it', 'poster_path': '/Am3X47WBRKOIqFJVGQl1D2nbAr8.jpg'}, {'id': 962085, 'title': 'Sattam En Kaiyil', 'poster_path': '/i0CP708EzebFniHpX5B5zVEMrUr.jpg'}, {'id': 4954, 'title': 'Drop Zone', 'poster_path': '/1Psxz2Jx4UuXQSPaTSKjlhNGoAO.jpg'}, {'id': 1312187, 'title': 'Boomah', 'poster_path': '/k1qbeRLTOWSUYjqUW2EU4jQPpzR.jpg'}]",2026-04-01T12:33:48.045537
83154,Nagavalli,నాగవల్లి,"After a family member receives a Nagavalli/Chandramukhi's portrait as a prize in the Nagavalli Dance competition, various characters start having abnormal experiences. In order to save themselves and unfold the mystery, the family looks to Ramachandra Acharya and Dr. Vijay.",She is Back!!,"['Action', 'Fantasy', 'Thriller', 'Drama']","['Venkatesh', 'Richa Gangopadhyay', 'Anushka Shetty', 'Poonam Kaur', 'Kamalinee Mukherjee', 'Avinash', 'Shraddha Das', 'Sarath Babu']",['P. Vasu'],"['P. Vasu', 'P. Vasu']",[],2010-12-16,NR,159,5.8,12,1.149,/5Z4RvsQAPSyx5ItW1UcpTjsRgae.jpg,/9pGBZCQZ7LnIvRlwxbadxHB4skj.jpg,te,Released,0,0,[],2026-04-01T12:33:48.767241
888234,Dhamaka,ధమకా,"Swamy and Anand Chakravarthy are lookalikes. Swamy is a jobless guy, while  Anand is the son of Nanda Gopal Chakravarthy, running a company called People Mart. Under dicey circumstances Pranavi, a pretty young girl falls in love with both of them. When JP, a monstrous corporate honcho seeks to acquire People Mart through unethical means, Anand and Swamy’s lives get intertwined.",Double Impact,"['Action', 'Comedy']","['Ravi Teja', 'Sreeleela', 'Jayaram', 'Sachin Khedekar', 'Tanikella Bharani', 'Rao Ramesh', 'Chirag Jani', 'Ali Basha']",['Trinadha Rao Nakkina'],"['Prasanna Kumar Bejawada', 'Sai Krishna', 'Prasanna Kumar Bejawada']",[],2022-12-23,UA,138,4.4,18,1.1483,/l0E50ILyzg0AyjKuV45aEPuIOz4.jpg,/oDGRWJdDMr4dHleB1wpgPeGIjz4.jpg,te,Released,5000000,14000000,[],2026-04-01T12:33:49.469845
893653,Tiger Nageswara Rao,టైగర్ నాగేశ్వరరావు,"Based on the life of the notorious thief Nageswara Rao, who was the most wanted thief of south India& managed to evade the authorities on several occasions in the 1970s, earning him the moniker of 'Tiger.'",Feel the Silence Before the Hunt,"['History', 'Action']","['Ravi Teja', 'Anupam Kher', 'Gayatri Bhardwaj', 'Nupur Sanon', 'Renu Desai', 'Hareesh Peradi', 'Jisshu Sengupta', 'Nassar']",['Vamsee Krishna'],"['Vamsee Krishna', 'Vamsee Krishna']","['period film', 'based on real person']",2023-10-20,UA,178,5.6,15,1.1444,/3tiYpneYIvXfbaCE0brOoBjXP7v.jpg,/gQ3XMektoYmUTPWaaHP20Ndr0Uj.jpg,te,Released,0,0,"[{'id': 962074, 'title': 'Captain Miller', 'poster_path': '/6qKnVaE5BvA2fO1L6r4i1ScX34G.jpg'}, {'id': 1143572, 'title': ""Manhae Han Yong-un's Silence"", 'poster_path': '/km5eI1VrRwWqhEatZNlRDyRW8xQ.jpg'}, {'id': 1312237, 'title': 'The True American', 'poster_path': None}, {'id': 10523, 'title': 'W.', 'poster_path': '/nJm8UF4zbUYEoku9seEtz1PTJGS.jpg'}, {'id': 1148781, 'title': 'Finding Ramlee', 'poster_path': '/fe06cdbNNTeYmsvKs19CJawV8BV.jpg'}]",2026-04-01T12:33:50.217658
57736,Mirapakay,Mirapakay,"Rishi (Ravi Teja) is an inspector in the Intelligence Bureau. His colleagues fondly call him 'Mirapakaay'. The chief of the IB, Narayana Murthy (Nagababu) gets information that Kittu Bhai (Prakash Raj), a mafia don, is trying to spread his tentacles in India and is targeting Delhi first. During the course of the investigation, ACP (Sanjay Swaroop) is killed by Shankar (Kota Srinivasa Rao), a local goon with the help of his son (Supreet). Murthy sends Rishi to Hyderabad and gets him admitted to a college as a Hindi lecturer as part of an undercover operation. Rishi meets Vinamra (Richa Gangopadhyay) at a temple & falls in love at first sight. Incidentally, she studies in the same college and in the same class to which Rishi teaches Hindi. Their love blossoms. At this juncture, Vaishali (Deeksha Seth), daughter of Kittu Bhai, joins the same college. Grabbing the opportunity, the IB chief asks Rishi to extract information about Kittu from Vaishali.",,"['Action', 'Comedy']","['Ravi Teja', 'Richa Gangopadhyay', 'Deeksha Seth', 'Prakash Raj', 'Kota Srinivasa Rao', 'Sunil Varma', 'Ajay', 'Nagendra Babu']",['Harish Shankar'],[],[],2011-01-12,NR,160,5.6,14,1.1412,/xb4ePZdBvazvqrETSTbjCtQMWj0.jpg,,te,Released,0,0,[],2026-04-01T12:33:50.921765
520393,Taxiwala,టాక్సీవాలా,"A job monger, Shiva who ends up as a taxiwala only to realise his ride is a beyond what anyone can expect.",,"['Thriller', 'Comedy', 'Horror']","['Vijay Deverakonda', 'Priyanka Jawalkar', 'Malavika Nair', 'Ravi Prakash', 'Uttej', 'Madhunandan', 'Chammak Chandra', 'Ravi Varma']",['Rahul Sankrityan'],"['Rahul Sankrityan', 'Sai Kumar Reddy']",[],2018-06-01,UA,150,5.9,30,1.1352,/22nSwWSQ0sgo9gJxjWaGRlIJ0Mc.jpg,/dpW6UbtM78gaYRxw7WJkiNY079T.jpg,te,Released,0,0,[],2026-04-01T12:33:51.629198
80805,Simhadri,సింహాద్రి,"Simhadri, a loyal servant in a landlord's house, leads a secret life as Singamalai, a powerful leader in the state of Kerala.",,"['Action', 'Drama']","['N.T. Rama Rao Jr.', 'Bhumika Chawla', 'Ankitha', 'Kota Srinivasa Rao', 'Brahmanandam', 'Nassar', 'Sharat Saxena', 'Mukesh Rishi']",['S. S. Rajamouli'],"['S. S. Rajamouli', 'Vijayendra Prasad']",[],2003-07-09,UA,171,6.4,16,1.1322,/pTzdNOtWSXB32OGPCI5ayE4NgiX.jpg,/bQFArB0fPMoVTnEKL5P87tEE8tw.jpg,te,Released,1800000,5700000,[],2026-04-01T12:33:52.363886
80856,Arjun,అర్జున్,A young man risks his life to guarantee his twin sister's happiness and protect her from murderous in-laws.,,"['Action', 'Drama']","['Mahesh Babu', 'Keerthi Reddy', 'Shriya Saran', 'Raja', 'Prakash Raj', 'Nassar', 'Saritha', 'Kalabhavan Mani']",['Gunasekhar'],['Gunasekhar'],"['sibling relationship', 'twin sister', 'flashback', 'family drama', 'in-laws', 'evil', 'bloodshed', 'moral dilemma', 'brother sister relationship', 'violence', 'protective brother', 'emotional struggle', 'murderous family']",2004-08-18,U,166,5.571,14,1.1285,/q2teoYFPNUgQnClFoPRBOo0luio.jpg,/vQANZjRSgEKrJaaT5KnTWe6I70U.jpg,te,Released,0,0,"[{'id': 1323488, 'title': 'Let Us Descend', 'poster_path': '/e1eFvCgdqmlRffGbiuMUOnSoSI3.jpg'}, {'id': 264239, 'title': 'Reflections', 'poster_path': '/8k3Wf9soKQv8taEBVMexX3AnbMs.jpg'}, {'id': 264241, 'title': 'Levoton veri', 'poster_path': '/nACnswZtQ9MH7cePj3JOLpgLpoR.jpg'}, {'id': 3540, 'title': 'Das letzte Stück Himmel', 'poster_path': '/pknXMujV85kqXh5dg0Tbpf6pY7q.jpg'}, {'id': 3875, 'title': 'Brothers', 'poster_path': '/faViDuoxyQ3qJsCbLclqBp4oK4y.jpg'}]",2026-04-01T12:33:53.074411
294413,Aagadu,ఆగడు,"Shankar, a trigger-happy encounter specialist with a tragic past, is posted to Bokkapatnam village , to halt the illegal operations of the influential don Damodar, whose dream project is to build a power plant also with whom Shankar has a personal score to settle.",He Will Not Halt,"['Action', 'Comedy', 'Drama']","['Mahesh Babu', 'Tamannaah Bhatia', 'Sonu Sood', 'Brahmanandam', 'Rajendra Prasad', 'Ashish Vidhyarthi', 'Nassar', 'M. S. Narayana']",['Sreenu Vaitla'],"['Sreenu Vaitla', 'Upendra Madhav', 'Sreenu Vaitla']","['corruption', 'police', 'revenge', 'orphan', 'construction', 'power plant', 'encounter']",2014-09-19,UA,165,4.5,20,1.1222,/xDRDhFd4A9QSnJlE5hIJPVSyYuL.jpg,/iSyamPnnvRMhkHEpBDDtS6vVH4I.jpg,te,Released,0,0,"[{'id': 16402, 'title': 'Patlabor WXIII The Movie', 'poster_path': '/zgitZmF0cejES0dyuS7ZGvJ8NEQ.jpg'}, {'id': 1323625, 'title': 'Night Patrol', 'poster_path': '/rNqLzACU9ez2ehDalTFDPjZiC4G.jpg'}, {'id': 16632, 'title': '100 Days with Mr. Arrogant', 'poster_path': '/4kTS3R0NR7Y5t1OpIuVWURlFYBF.jpg'}, {'id': 3513, 'title': 'Legionnaire', 'poster_path': '/vHezb1DIEB3DyBx9gp914y03yAG.jpg'}, {'id': 3515, 'title': ""I'll Sleep When I'm Dead"", 'poster_path': '/azbXPYe22TpcxNOkLZNjtN84olR.jpg'}]",2026-04-01T12:33:53.812799
927909,The Warriorr,ది వారియర్,"A young, naïve and idealistic Satya moves to Kurnool in hopes of a bright future. Discontent with how the city remains in the grip of a gangster, he decides to change the ‘treatment’ for the ‘disease’.",,"['Action', 'Drama']","['Ram Pothineni', 'Aadhi Pinisetty', 'Krithi Shetty', 'Nadhiya', 'Jayaprakash', 'Akshara Gowda', 'Brahmaji', 'Raaghavan Murugan']",['N. Linguswamy'],"['N. Linguswamy', 'N. Linguswamy']",[],2022-07-14,UA,165,4.9,13,1.1107,/s2tP3R39ZWo8CN90GuBTMvmXiBW.jpg,/AgmC4zYWDxAwH8u1N1LUEd8XmNr.jpg,te,Released,0,0,[],2026-04-01T12:33:54.516281
1202235,Daaku Maharaaj,డాకు మహారాజ్‌,A violent outlaw takes a job as a personal driver in order to protect the life of a little girl.,,"['Action', 'Crime', 'Drama', 'Thriller']","['Nandamuri Balakrishna', 'Bobby Deol', 'Pragya Jaiswal', 'Shraddha Srinath', 'Vedha Agarwal', 'Makrand Deshpande', 'Sachin Khedekar', 'Chandini Chowdary']",['Bobby Kolli'],"['K. Chakravarthy Reddy', 'Hari Mohana Krishna', 'Vineeth Potluri', 'Bobby Kolli']",[],2025-01-12,U/A 16+,147,5.6,16,1.11,/rGW9ad5TERuoluGSkgF1wHXP45H.jpg,/fWLfoaen7tv3mUT65KWHg7zCFYn.jpg,te,Released,0,0,[],2026-04-01T12:33:55.251725
799676,Shyam Singha Roy,శ్యామ్ సింగ రాయ్,"A young filmmaker is in a soup right when he’s about to find his footing in the film industry. When he sets out to find an answer, turns out it’s in the past.",,"['Romance', 'Thriller', 'Drama']","['Nani', 'Sai Pallavi', 'Krithi Shetty', 'Madonna Sebastian', 'Murali Sharma', 'Rahul Ravindran', 'Abhinav Gomatam', 'Ankith Koyya']",['Rahul Sankrityan'],"['Rahul Sankrityan', 'Satyadev Janga']",[],2021-12-24,UA,157,6.8,42,1.1099,/5C2wGMdwTQDUMIltYnn9qGrOs8w.jpg,/cDLN53hPa4dTufgqfcxXsrODuBq.jpg,te,Released,0,0,[],2026-04-01T12:33:55.948989
